text,label
same thing at other places that use props factory method pattern,1
At some point I added factory methods for message to CamelExtension so messages could only be created from camel instance which should be available from every actor,1
This will be used automatically if you use the factory method do not pass in a loader and the context loader is non null,1
A factory to create MessageQueues for an optionally provided,1
From user api its Companion object providing factory methods,1
I think this should be accompanied by a factory which accepts and has the appropriate WARNING signs uses,1
I would recommend offering a static factory method which takes an and makes such a top-level supervisor and then an method which takes a supervisor message,1
instead of an the factory method should take an so that you can also create the supervisor below another,1
You may in your class extending ActorSystemActivator override the getActorSystemConfig,1
if we make Actor an abstract base class we will break literally every user code base that exists,1
Should this class be public,1
Should this class be public,1
can you change seenBy and getSeenBy to private That should only be internal api,1
The Send class here is intentionally mutable (through the ByteBuffer) because we want to work with a single instance until its buffer has been encrypted completely,1
Why is MixMetricsSelector both a case class and a case object and the case object neither extends the class nor returns a cached default value Is MixMetricsSelector case-class mutable I vote for removing the case object MixMetricsSelector,1
created a separate class for SystemGuardian,1
Should we put this in the base class so we do not need to override it and type the same thing every test We can still override if needed,1
The two other constructors have been added to allow Java users to use the ActorSystemActivator but if you want this third option to be available for Java users as well I'll refactor this class to have a protected strategy method that people can override to achieve the same goal,1
should this be public,1
yes this should be public exposing the class was the whole point of the refactoring,1
Should we put this in the base class so we don't need to override it and type the same thing every test we can still override it,1
This is not supposed to be used externally but it is not clearly marked as such,1
As we talked about it should use an ExecutorServiceConfigurator so it can be managed externally,1
True will make public again On the other hand we have other places which require external implementors to put their code in the akka package,1
No this is cheating by using low-level API that shouldn't even be exposed,1
Since the SelectionHandler ref is not exposed to the user the only ones who can potentially call assign a watch are ourselves control for what actors we are seeing Terminated events which are only children,1
Method is exposed to subclasses to be able to implement custom routers based on mailbox and actor internal state,1
is not existenceConfirmed also an implementation detail that should not be exposed to users,1
Would it be possible to make actor accessible in the public API,1
I agree to this as the most important reason It gives us freedom to evolve the api without breaking user code,1
Why does it return a RoutedActorRef leaking implementation detail,1
Should this class be public,1
Should probably use composition instead of inheritance,1
UnsupportedActorRef already implements ScalaActorRef,1
Is this a public method intended for end-user usage,1
RoutedActorRef is going to be a part of the API just like the LocalActorRef where you can do Router specific stuff on like adding removing,1
Why does this class extend ScalaActorRef,1
But to do a redesign on this part I do not consider a part of this already to big task we both agree upon that the current approach is not very extensible,1
Should this class be public,1
If it should be part of the Api like the LocalActorRef or the RemoteActorRef it should But I do not like making abstract classes part of the API instead of interfaces,1
This is how it is implemented in the ClusteredActorRef the design of the RoutedActorRef was based on,1
Not through these methods I suggested that the current design is not very extensible for this reason but that is how it was modelled with the ClusterActorRef based on It certainly isn not the way how I would have modelled it,1
I'm still unsure if we should expose implementation details or not we should discuss it,1
think the doc tests should be updated to not use isTerminated,1
I still think the doc tests should be updated to not use isTerminated since that is user API,1
One reason to not use Akka actors could be that the Akka actors may be dependent on the Index class If the test class is dependent on Akka actors,1
Any internal usages that should be updated,1
I think the deprecation and the refactoring should be kept separate as one is changing user API and one is internal implementaiton details,1
I agree that this shouldn't be exposed at all it still best way to avoid reinventing the wheel is to use the BatchingExecutor,1
is SchedulerException ever exposed to users Make it private,1
The events need to be private and should not be exposed They are for internal use only Users can use awaitActivation methods from Activation,1
I will make it private to not confuse users It is just that other internal events are published in akka as public classes,1
ok if I make it private,1
it does not have to but it is only used here close connection to the binarySearch I can make it private if you prefer that,1
No I mean it is in the camel.internal package and is private since it is for the ActivationTracker put in the ActivationTracer companion and make it private,1
Might be dangerous in the wrong hands Feel free to remove it,1
We discussed it some time ago And we reached the agreement that it is dangerous as they are internals and we are not prepared to expose them as they are exposing the internals of implementation and break encapsulation,1
Seems a bit dangerous to me it can go in for now but in the future it might make sense to think about a cleaner way of FSM composition,1
This is the most dangerous initialization pattern presence of circular dependencies,1
The events need to be private and should not be exposed They are for internal use only Users can use awaitActivation methods from Activation,1
I have made them internal again,1
minimize exposure,1
This whole structure is specific to this actor and should not be used anywhere else,1
It is not the job of this structure to enforce that it makes sense to throw an exception in that case,1
this message as well as all others underneath INTERNAL should not be publicly visible,1
This should not be here this is specific to the TestTransport,1
Can we solve all those in some more elegant way some implicit conversion that is only for internal use,1
Since it seems to be used mainly for sending system message I think it's good enough if we make an internal utility method,1
I would be surprised if this is the way to create class RoutedActorRefs,1
No this is cheating by using low-level API that shouldn't even be exposed,1
immutable IndexedSeq as api type Perhaps this is just internal,1
this should go inside RemoteWatcher that use props factory method pattern,1
well for these internal actors that are not intended to be remote deployed it must be better to define all props in the props factory,1
I think a proper fix is to be able to pass in a ClassLoader to createActorSystem it should not default to class this overrides Thread.getContextClassloader,1
should we make it to make it consumable for java otherwise these should be INTERNAL API,1
It should then be marked as INTERNAL API it is public from java,1
The reason for private is that it is used by the RecoverOnRestart class will become either INTERNAL API or private,1
What about moving the above preStart implementation to Processor and make it final so that concrete processors can only override preRestartProcessor,1
How about moving these into akka util,1
concrete processors should override preRestartProcessor and postRestartProcessor if needed,1
Is there a reason for exposing CompactByteString and ContByteString as return types of the public api should not be a concern to the user just like users should not need to deal with Map1 A user should never be using the CompactByteString object as the ByteString object should be creating compact ByteStrings but the abstract ByteString class should just be returning ByteString,1
I wanted to ByteStringCompact next to ByteString1 and ByteStrings to keep the three implementations together and so that ByteStringCompact has access to things which are private though currently the critical stuff is all private,1
Should this create the Props only Passing ActorRefFactory if actor context and potentially using it in the wrong place outside the actor,1
I understand the issue of using an actor context in the wrong place but can you prevent that at all an actor could reply the context to a sender the context is then used in the onSuccess callback,1
currentMessage won't be called if users follow the msg approach discussed It will be called only if users create new outbound messages via This could be another good reason to recommend the msg approach inside processors,1
There should also be a section about the actual ask change move from ActorRef to pattern,1
think some more things are needed in the migration kit Add the needed implicit conversions in OldActor so that existing code works inside actors,1
Document as internal and make final,1
We can not really get away from exposing Node if we move it into a field instead but the problem is that there is no getAndSet on Unsafe so it can not use LOCK So I will move in isEmpty into AbstractNodeQueue and add count,1
I would definitely recommend making DeadLetterActorRef a subtype extend of EmptyLocalActorRef and remove DeadLetterActorRefLike,1
why is this class public and not documented guessing this should be private and documented as internal users will be able to use private,1
protected or prevent subclassing by user code,1
I think this class can be private,1
ActorRefProvider does not expose a reference to its ActorSystem which is a good idea because of initialization order,1
A factory to create MessageQueues for an optionally provided ActorContext,1
I do not see any value in hiding it The rest of the ActorPath handling is also not private,1
So you do not want people to implement MessageDispatcher,1
it probably makes more sense to mark as private packages these classes provide the most convenient way for passing along the correct,1
eaio will be removed I have added a ticket to move the things from org.jboss.netty.akka.util package to akka.util package,1
config package will become an explicit dependency as well instead of an embedded one clean up,1
We will make them package protected,1
Are the things from netty package only used internally or should they be exposed in the API If just internal you could consider to put them into akka util package,1
I suggest to just wrap in a RemoteTransportException and rethrow and let the layer above decide if it should be logged or not,1
Just wrap in a RemoteTransportException and let the caller decide if it should be logged or not,1
This should be private and be documented as internal api,1
Should not getChild be only in UntypedActorContext,1
ActorCell class must implement both and ActorContext does not expose the Java variant,1
These should be in a companion object like usual,1
Should not this be in a companion object,1
LoggingAdapter does not belong in akka package class If you want to log directly then you should use that api directly,1
it allows the Akka Logging API to be used outside of Actor systems,1
An advantage is that it does not require any dependencies,1
Instead of directly calling into the ConcurrentSocketActor through methods like connect bind you should send messages to the actor,1
you are calling out to the methods of the Actor which is a violation of the ActorModel model why not put the connect methods inside the funciton they used internally in the actor,1
they are only invoked from select and should not be invoked from any other site either inside or outside the actor,1
so move them into the select function so that they are only reachable from within it,1
I think it is better to create the actor inside the newSocket method and pass the supervisor into it,1
this method is only ever used in receiveFrames you might as well move the method definition into receiveFrames,1
will this be exposed in some way in Spray to serve static content,1
do we need to expose this in ActorRefProvider interface,1
Since this is all so similar and now in quite a thought through state I am going to take a crack at refactoring it to one generic solution,1
reverted to the original code still like to have some comments to those Providers though since these design desicions are undocumented,1
I would probably escalate this as this is a serious security issue,1
Closed is for we do not have an underlying transport yet while WaitActivity is for we are waiting for activity on the underlying transport Incoming connections logically start out in the second stage the first stage happens unbeknownst to us,1
The variant Viktor proposed will actually run the refresh() while I was referring to making the sending of RefreshCache messages recurring While those messages could potentially pile up running the refresh job should be fine if it is done synchronously I still think that the scheduleOnce approach is the easiest to grasp and also it does not leave state lingering around which needs to be cleaned up,1
It helps debugging and no security is violated as there is none,1
If we make it optional then we would have to require either an id or a manifest to be able to deserialize the message,1
I have addressed almost all review comments so far some of the triggered some more major refactoring See the above commits I will continue the work on the actual router next week,1
no it is the same for all but that is a possible improvement as mentioned in the comments about DataStream,1
we have used BeforeAll and a static system variable at some other places,1
A closure is a lambda expression with free variables which are bound to the enclosing lexical context the core feature is that it transports these bindings out,1
I agree better remove all custom control structures and use normal if expressions the gain of the custom syntax is not worth its own cognitive weight,1
btw I do not know what is considered a complete rewrite While the structure of my code is very different the getNextState method is the same and the vectors cclass and states are just the evaluated versions of the original ones that had expressions there,1
This val could be eliminated by just moving the expression into the first call of offerElement eliminating the risk of the nanos val being improperly used in the code block,1
The flow method acts as the delimiter of flow expression composition,1
Lift naming conventions are quite inconsistent so the association between or and is probably much weaker than with Option In any case the Lift community is a strict subset of the Scala community so or is an improvement over,1
I see no difference for java and scala for these formatting conventions,1
Yeah Ive got a second patch that just puts a hardcoded check in IsStandard,1
Is this LOCK really necessary,1
Might be a good idea to create a file with settings constants Perhaps separate files for network rule configuration and for node resource utilization configuration,1
Could be but is that important here I see the referencepassing stuff as important in the case of computeintensive code and huge objects where a copy op is expensive critical for a lot of blockchain stuff not so in the wallet,1
I dont see how it could nontrivially prolong the initial sync on low resource nodes Im not arguing that it doesnt but tell me why you believe it does,1
As I understand it if the node receives the transaction it has to look up all inputs which in this case dont exist,1
You should edit your plugins instead this way you dont pollute the repo,1
Im concerned that this code is too functional at such a low level I can imagine it being a hotspot Obviously we will see when we do performance testing but usually you want Clike code when doing operations like this one to avoid a lot of CPU and memory overhead,1
lets measure first cut later id like to focus on correctness and clarity first then performance later and of course to make sure that the codec isnt structured in a way that wouldnt allow us to squeeze all the performance we can out of it later,1
cool thanks i also have a pixelbuffer implementation but my suggestion would be to rewrite all three implementations into a general purpose,1
I would recommend creating a Logger service factory,1
Its not a standard dependency among classes,1
Users could then call on that to attach additional writers or to simply get the logger instance,1
not sure exactly how this has evolved but originally the idea was that with ThreadSpanningOp when you use it you use it only and it wasn t designed to interoperate with the other Lock classes and stuff thus it didn t set threadstate for example it is fine if it is different but does this now imply i can use ThreadSpanningOp interoperably with all the other Lock classes i imagine it won t play nicely with them will read more later,1
Well an abstract factory could work too of course Slower but work too,1
I have my issue is that as written now the only way to use this class is to provide a factory for it you cannot simply add it as an invokable to the SM configuration,1
Why make this class service locator aware If it is to have a factory in the ServiceManager why not simply inject the response object instead of pulling it from the SM,1
Thanks for the quick feedback I wasn t setting the parent field on the DeleteRequestBuilder,1
I d be interested in doing this for the Perl API too,1
we should support the preference and parent flags by using providing a base class in the API,1
I would remove this here as the form element manager should be configured correctly so it has the factory already or not,1
Yea Ec2Discovery is the place to put this method,1
We are in the process of pulling some of this duplicate code to the upper layers of hierarchy see AbstractSharedClusterTest for example So I didn t want to interfere with the process by creating non compatible abstraction layer on the test level,1
What about the InputFilter Factory use InputFilterManager to construct InputFilters,1
why it class is final I can not add toString and use this class as base,1
is it possible to create an InputFilter for file upload using InputFactory,1
I thought about this a little more Would it be possible to add a new method to GetField such as isMultiValued to return whether or not the field is mapped as having multiple values This would be similar to LongValues DoubleValues BytesValues etc This would be a suitable compromise for both consistency and general usage,1
Suppressing ETags on a per index or per type basis is another interesting thing yes This depends on the REST action This needs some work in the RestUtils I guess And I have to find out if ETag cacheable setting via cluster update API works,1
I think you should must not add participants as the pattern but simply use the class instead,1
Hey How about creating an external client because this class is not really meant to be used directly anyway,1
What is the best way to retrieve it know The info for aliases is in cluster state but is there a better way,1
You should use this method to instantiate the Configuration in the load method,1
Shouldn t there a more generic class to enable or disable this,1
Shouldn t we also use this method in the mapmanager constructor,1
Okay is that by design or is there a reason why that you are using this class,1
don t think that s the safest approach Can you find a way to a make a factory method tha generates new instances with the value you want but once generated they are constant,1
We can use a UserProvider be we will have to add another User class which will support setPassword I think it s useless to add an overhead here UserProvider loadUserByUsername is not possible due to ldap limitation Thats why IMHO it s easier to no use this method,1
My suggestion would be to change move method to use move uploaded file and then create a new class just for test environment and override the move method to use rename instead of move uploaded file keeping all other lines in method the same,1
Why I don t like the idea to use abstract here Abstract is ment to define an class that implements some functionality but needs more behaviour added via inheritance to function properly If you want to prevent the possibility to instantiate the class you should protect the constructor but this is not the case I don t want to prevent evolution of this component,1
Yes I think that ActionMailer should not depend on ActionView,1
We should think about storing a reference to search field so we can move methods like this to AbstractChosen,1
Where are you thinking of putting it instead of an alternate ModuleManager factory,1
processFile and processFifo share too much copy paste code You ought to be able to write private methods openFifoFile and openRegularFile and then have a processFile function that takes an open and ready to read FILE object no,1
Couldn t you always use the controller request That request object should be passed into the view as well,1
It might make sense to keep a ControllerLoaderFactory in place that simply extends the ControllerManagerFactory We would not register the factory but that way if somebody was extending it it would continue to work,1
it should all be opt in some facade to have previous behavior I guess,1
Any intention of merging this It d be a super handy feature for dealing with timeStart timeEnd type problems upserting aggregates,1
Why did you remove these assertions Since they seem to work for everyone else it s safer to first assume there s something wrong on your setup and that we should figure out what that is,1
So the solution for my problem would be to create a facade for the all uses of Process,1
Is there a reason you put slaveOk in the middle rather than the end so we can preserve backwards compatibility,1
You should likely define a factory for the DbSelect adapter instead Having conditional logic based on type is a recipe for problems,1
I would also like to see this method not get overriden in the future,1
We can build a facade for askDocComment,1
I am using the cleaner approach in peregrine and it is working well the only caveat is using a ByteBuffer that has been closed will cause the VM to segfault Putting a facade in front of it can prevent this from happening though if you first check for an isClosed state,1
This is the wrong place to wire it Since it has to do with dispatch logic it should not be in the ViewManager,1
At present you can use this class as a CB class that only expresses externally as the Bukkit interface ChunkSnapshot,1
But as a generic container one can make your own class that implements the ChunkSnapshot interface just as easily the value IMHO is in being able to tweak or manipulate the snapshot without having to copy all the data into another container,1
What we want to change is primarily Update all maps in the same updater on the same level instead of the wicked design where MapInstanced inherits from Battleground classes with BattlegroundMap and update Battlegrounds in the same fashion as other,1
now I think that disbanding shouldnt be in TeleportToBGEntryPoint anyway it just doesnt belong there should be redesigned I guess,1
Applying the SRP should be done in other classes of the code as well However I recommend to do a two step approach next time 1 Factor out the code but still provide the deprecated functions which simply delegate to the new functions Mark the deprecated functions as such 2 After some grace period remove the deprecated functions This would give others the time to adapt to the new design architecture,1
Using a PlayerScripts here would be better than this class,1
i believe SetHitDamage doesnt work in SpellEffectFn you should use it in OnHit class,1
I think we could just make the counters members of the class and construct a BSONObj on the fly when getObj is called rather than keeping the object around,1
Yeah also moved BattlefieldHandler to the place it belongs Forgot to mention it,1
Only implementation of the interface needs to be changed to accomodate for those differences,1
I don t think this code belongs in the main dialog Can we move it to updatedialog,1
Later some flag (build time or runtime) could be added for making unit-testing possible.,1
Did you send a bug report comment upstream or something because otherwise we are gonna have to fix this again with the next version of assimp,0
Youre hiding the SecureString dependency on allocatorsh by indirect include via serializeh,0
I need help with sbt as there are dependency conflicts,0
So akka testkit doesnt have a dependency on either ScalaTest or JUnit so the AkkaJUnitActorSystemResource is not part of the normal akka testkit,0
No this reads fine Using List or Vector as arguments is more readable It's only in the case where there is an explicit conversion that I think it needs to be overstated,0
I prefer to[immutable.Seq] even though you get the same thing The intention is more readable This is the only place with to[Vector] that I could find,0
I think that piece of code is deceptive Can we make it more readable,0
I don't understand why this would be less readable but it's up to you,0
in what way is this more readable than the original,0
can this be written in a more readable way,0
I prefer the code to be correct and readable first when we see that that is a performance problem we’ll fix it but not before,0
can you use these constants in receiveGossip would make things more readable,0
please reformat these to be more readable,0
This split makes it all much more readable Very nice,0
well let me explain where I come from this is for logging and the output should be useful for the one seeing it raw millis are not useful offsets are also not really useful because all those calculations in the head are not easy Hence my conclusion that if we include something then it should be human-readable,0
I had a match before but it really doesn't add any value since I don't need the cast anywhere So I found the single isInstanceOf actually a bit more readable,0
You're right That is unreadable without syntax highlighting,0
Probably not I can expand it into two cases if that's more readable,0
I actually find the case m MemberDowned MemberRemoved more readable,0
I patched the CSS to make this readable in HTML but non breaking spaces are probably better Although they could mess with wrapping,0
My experience is that looks unreadable for multi-word things but I have not tried it together with,0
The benefits are more readable failure messages and two lines less could be used through-out,0
this section is basically unreadable it would greatly benefit from some white space,0
Looks great A lot nicer more readable and intuitive,0
Very nice test I love how these multi-node tests becomes much simpler and more readable than the in-memory counterparts Also that a language and set of patterns for how to write these is emerging,0
This is a actually a chapter that would be more readable if split into Java Scala since it's more sample than text,0
But I also try to limit the scope of the ticket I already did some cleaning to make it easier readable,0
You can make this more readable by using the implicit conversion available in,0
Yes I'll add that to the comments so things might be more readable,0
please somehow demarcate the end of the constructor arguments given scalariform indentation rules this probably means adding an empty line,0
In doc code we have switched to 2 space indentation for java code also and line breaks after some 70 chars unsure about the exact number,0
please fix indentation,0
I'd add some indentation of the whole config and fix formatting of next line,0
Nah it looks like you've changed indentation,0
This is a bit half baked isn’t it Either do it fully with nice indentation or leave it on one line,0
someone broke you indentation,0
Are you gonna blame Eclipse for this hideous indentation,0
Wrong as in 3chars or wrong as in the code block has wrong indentation,0
wrong indentation,0
yes and I think scalariform indentation will be wrong if placing it above the case,0
indentation,0
indentation braces fixed Ready,0
Why 4 spaces indentation mixed with 2 Matters since it is part of docs IMHO,0
Use 2 spaces indentation below,0
Shouldn't this use the systems threadfactorys ClassLoader,0
Why different order of args in this factory method compared to the constructor,0
We could store things in a WeakHashMap to not leak classes and class loaders,0
That is handled by the caller This class has no access to settings,0
That method signature change is package protected so it's not reachable,0
this class is an internal structure EndpointRegistry This is only used by EndpointManager who does the check and who gets the Quarantine command from the external worlds,0
we can add new methods to Context without accidentally breaking peoples Actors,0
Why do we want to make the user type more by removing all the methods from Actor,0
Can not that be solved with overloading,0
Create another ticket if you do not want to change the internals,0
Add needed implicit conversion in this package scala file so that existing code works outside actors,0
any risk with that we can not change this one would it be possible to move to context,0
protected is weaker than protected so what are you saying Subclassing applies to ActorSystem or ActorCell,0
This should be pulled out of the trait since it is a constant put move in some object,0
If the extension you have a reference to ExtendedActorSystem,0
LGTM,0
LGTM,0
LGTM,0
Nice Would the code be clearer if the run-method would be named differently,0
Nice catch,0
Nice one,0
Nice catch If we leave it a weak limit then we should document it,0
Nice catch,0
I can rename it to initialiseAndGetSSLHandler or more verbose,0
Avoid this branching here by concating the empty list in case it is not defined and a List with the one item if defined,0
I would not check for nulls here,0
I do not really like methods with innocent sounding names like getX that do a whole lot more than just getting something,0
Any suggestions as how to improve on this,0
Good rename,0
Will rename to Settings,0
this reads a bit too generic should we rename Message to Persisted,0
Weird if the test passes,0
this test name suggests more than the test actually verifies,0
this is a neat test harness,0
We should enumerate which tests we need,0
This may be the cause of the instabilities we have seen with the tests We have already got rid of most of the isTerminated but this instance was forgotten,0
without it this test fails,0
Let us verify that again but I think it had something with test protocol not registered which is a good error to log,0
then I misunderstood the error message I will revisit that and probably have to delete that test or do you have a suggestion of how to test,0
has it been tested on linux,0
first run on jenkins was successful which does not mean that it is fixed but anyway a good start,0
I have run the test locally hundreds and hundreds of times without being able to reproduce it,0
Added a test that will start failing when this bug is fixed,0
we never loop around when order becomes Concurrent so it can not really be that here,0
That is the beauty with actor logging you do not need to get the loop on the same stack,0
What about returning 0 here to handle potentially enqueued commands It is not immediately clear to me that this can not be an infinite loop in the worst case,0
alright do you prefer to do the removal inside the above loop,0
ok we will keep the test I have changed the loop count Will merge,0
It will probably change the order on the class path while running the testkit tests but it has no effect and is not intentional Just residue from the first rewrite,0
SIGAR returns 3 while jmx returns 1 There is no requirement to return 1 or 3 and one minutes is good,0
Not likely but lets open a ticket about fixing all such occurences separately,0
so if someone sends this a buggy message we do not want it logged in unhandled,0
found the bug in the throttler,0
still smells like a bug is hiding in there somewhere,0
This fix is still relevant because you expect to be able to call getBodyAs several times with the same result adding a debug log stmt should not break things,0
Always good idea and indeed found a bug Two more tests are in now,0
we normally use unique names of the barriers to simplify debugging and this tests had already one,0
t does not check if it is an event it could be some stray message and then it will not get sent to unhandled and it is hard to debug,0
I would probably log the exception at debug level,0
No It is a bug... Sigh,0
that is a bug and a actually a very stupid one It is duplicated further,0
ouch debug residue,0
Debug residue removing,0
Debug residue removing,0
I am using a debugger to see what is going on Will do proper debug logs next,0
Removed Was only used for debugging,0
bug I fixed it for the cause case but not the my no cause case,0
To aid in debugging might be nice to know why the message did not get through,0
Because newMemberSet is a Set but I need it to be a SortedSet See the comment about bug in Scala There is no CanBuildFrom for SortedSet,0
mistake by me changed from debug when debugging fixing now,0
very strange indeed It would be possible to work around that compiler bug it is adding the generated closure to the public static members but it is broken presumably because it is indeed nested within the by using lazy val but that is too expensive for this minor wart,0
BTW it is worth mentioning here that those log at DEBUG level and you must enable debug log level with,0
Should include more debug info which consumer,0
Might want to include some more debug info about which actorref did not manage to activate within how long,0
It is scalariform Only happens for align parameters setting which we use I filed a bug,0
othewise it is a bug in the scheduler,0
Yep good idea I used that block for debugging at one point which is why it is so verbose,0
Also you have a bug you a preprending that to that instead of this which means that you are lacking a test,0
no this was not the bug but this is clearly not correct it should do records.filterNot(_.observer == observer),0
this does not really prune anything is this the bug you meant,0
Nice catch That was a subtle bug,0
I was looking for a way to reduce unhelpful logging output without disabling stack traces completely so that for certain debugging cases users can turn it back on ideally without needing to recompile,0
can not we change this Array to this bug is just another sign that the small performance advantage of array when parsing the original string is not worth it,0
I like this name change,0
Just looking at the property name I thought it was something else I was thinking timeout on the sender side that it expects the ack within this timeCould we use something else than timeout flush,0
String.valueOf(rawValue),0
Yes make sense also for IndexedSeq above,0
pattern match since you are grabbing the values anyway,0
please move comment before if to make it align properly,0
The problem is not reproducible with this fix the problem will be easier to debug if it manifests again,0
The return value is only used in one place line 195 where the whole bug fix originated,0
bug fixed,0
I introduced a bug in previous refactoring I will update test and fix,0
So I conclude that the bug is fixed until proven otherwise,0
I have added instructions to the comments Changing how this is generated is ticket,0
I hope not that is an interesting test to join when already joined please create a ticket,0
Yeah we have already talked about that If there is not a ticket already add one,0
Absolutely Will add comments,0
since I feel a lack of comments from my side on this PR is not acceptable I have no choice but to say,0
Same comments as above,0
Excellent thanks Please create a branch off of master and open a pull request with the renames comments,0
Thanks for the review Ronald I will pick up your comments tomorrow morning,0
I think these comments were left over from the previous pull request,0
Ok that is probably a good idea There are too many comments here now to see what is what,0
No need just do as the comments that follow say,0
we actually tend to fix up such things by amending the commit and pushing with github is smart enough to figure it all out keeping the PR history and comments intact,0
Updated according to review comments,0
All comments have been addressed Should be picked up by the Kitteh,0
Aside from last batch of comments LGTM,0
I have not followed the problems so I do not have any valuable comments here,0
Thanks for the changes I added some minor coding style related comments I vote for merging after those have been applied,0
ok I have removed the vals but want comments so some curlies and newlines,0
we have a convention to use square brackets around variables in log and exception messages,0
I think our convention is to use around variable data in log messages at least Jonas has pointed that out for me,0
while I like short variable names here they are part of the API by being parameter names I recommend using slightly more readable ones,0
our convention is to enclose variables in square brackets in log and error messages,0
the if expressions could now be inlined I think that was not previously the case because everything was on two lines,0
Done although personally I do not like nested expressions so I keep the 2 step approach But  I have simplified the toString stuff,0
If you mean negative delay not negative drift then the max 1 guards for negative delay in the expression,0
the if expressions could now be inlined I think that was not previously the case because everything was on two lines,0
the local def was only used to get around the old clunky syntax can make it nice and slick in one expression now,0
Only used in one place inline expression there,0
Type in expressions to have them evaluated,0
Is this line safe,0
Sorry I was looking at the wrong word yeah for the may in line 82 I leave it as is,0
I meant to ask why this line is not moved three lines up,0
I think that is problematic from the command line script,0
header line here,0
this header line is wrong remove,0
I would suggest switching to either Vector or a mutable append data structure to avoid reverse on line 28,0
I will remove my link and see if the docs still build If they do then we can probably get rid of that line altogether,0
